2024-01-15 22:45:59,950 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-01-15 22:45:59,969 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-01-15 22:45:59,970 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-01-15 22:45:59,970 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-01-15 22:45:59,972 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-01-15 22:45:59,972 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-01-15 22:45:59,973 INFO  SwAddin.cs: 201 - Setting up command manager
2024-01-15 22:45:59,973 INFO  SwAddin.cs: 204 - Adding command manager
2024-01-15 22:45:59,975 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-01-15 22:45:59,976 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-01-15 22:45:59,976 INFO  SwAddin.cs: 210 - Adding event handlers
2024-01-15 22:45:59,987 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-01-15 23:18:00,645 INFO  SwAddin.cs: 294 - Assembly export called for file scara_arm_v3_left.SLDASM
2024-01-15 23:18:02,111 INFO  SwAddin.cs: 313 - Saving assembly
2024-01-15 23:18:02,592 INFO  SwAddin.cs: 316 - Opening property manager
2024-01-15 23:18:02,599 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from scara_arm_v3_left.SLDASM
2024-01-15 23:18:02,602 INFO  ExportHelperExtension.cs: 1136 - Found 65 in scara_arm_v3_left.SLDASM
2024-01-15 23:18:02,602 INFO  ExportHelperExtension.cs: 1145 - Found 11 features of type [CoordSys] in scara_arm_v3_left.SLDASM
2024-01-15 23:18:02,602 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-01-15 23:18:02,603 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2024-01-15 23:18:02,603 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Box Mount-1
2024-01-15 23:18:02,604 INFO  ExportHelperExtension.cs: 1136 - Found 74 in Box Mount-1
2024-01-15 23:18:02,604 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Box Mount-1
2024-01-15 23:18:02,605 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from scara_arm_v2-1
2024-01-15 23:18:02,605 INFO  ExportHelperExtension.cs: 1136 - Found 44 in scara_arm_v2-1
2024-01-15 23:18:02,605 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in scara_arm_v2-1
2024-01-15 23:18:02,606 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from dynamixel_xm540_base-1
2024-01-15 23:18:02,606 INFO  ExportHelperExtension.cs: 1136 - Found 52 in dynamixel_xm540_base-1
2024-01-15 23:18:02,606 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in dynamixel_xm540_base-1
